"EnglishName","Number","Waste","Density","Energy, kJ","Energy, kcal","Protein Conversion Factor (NCF)","total-N","Protein, total","Protein, declaration","Carbohydrate best. v / Diff.","Carbohydrate available","carbohydrate, declaration","Added sugar","dietary Fiber","Fat, total","Fat Acid Conversion Factor (FCF)","Alcohol","Ash","solids","Water","Vitamin A","retinol","ß-carotene","D vitamin","D3 cholecalciferol","25-hydroxycholecalciferol","Vitamin E","alpha-tocopherol","gamma-tocopherol","delta-tocopherol","alpha-tokotrienol","Vitamin K1","Vitamin B1","(Thiamine)","(HET, hydroxyethylthiazole)","Vitamin B2, riboflavin","niacin","niacin","Vitamin B6","pantothenic acid","biotin","folate","Free folate","Vitamin B12","Vitamin C","L-ascorbic acid","L-dehydroascorbic","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphor, P","Iron, Fe","Copper, Cu","Zinc, Zn","Iodine, I","Manganese, Mn","Chrom, Cr","Selen, Se","Molybdenum, Mo","Cobolt, Co","Nickel, Ni","Mercury, Hg","Arsen, As","Cadmium, Cd","Lead, Pb","Tin, Sn","L-lactic acid","D-lactic acid","Lactic acid, total","citric acid","Oxalic acid, total","malic acid","Acetic acid","fumaric","benzoic acid","sorbic acid","propionic acid","Organic acids, tot.","Histamine","tyramine","phenylethylamine","putrescin","cadaverine","spermine","spermidine","serotonin","fructose","galactose","glucose","Monosaccharides, total","lactose","maltose","sucrose","Disaccharides, total","raffinose","Other sugars","Sugars, in total","sorbitol","mannitol","inositol","maltitol","Sugar alcohols, total","Starch","(A) Hexoses","(B) the pentoses","(C) UronicAcids","cellulose","lignin","Crude fibers","Neutr.Det.Fibre (NDF)","C4: 0","C6: 0","C8: 0","C10: 0","C12: 0","C14: 0","C15: 0","C16: 0","C17: 0","C18: 0","C20: 0","C22: 0","C24: 0","Others met.","C14: 1 n-5","C15: 1","C16: 1 n-7","C17: 1 n-7","C18: 1 n-9","C18: 1 n-7","C20: 1 n-9","C20: 1 n-11","C22: 1 n-9","C22: 1 n-11","C 24: 1 n-9","Other mono","C18: 2 n-6","C18: 2, conj-A, undifferentiated","C18: 3, n-3","C18: 3 n-6","C18: 4, n-3","C20: 2 n-6","C20: 3 n-3","C20: 3 n-6","C20: 4, n-3","C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3","Other polyunsaturated","C16: 1 trans","C18: 1, trans n-9","C20: 1 trans","C22: 1 trans","C18: 2, trans, undifferentiated","Other fatty acids","Some saturated","Total mono-set","Some polyunsaturated","Total trans fatty acids","Fatty acids, total","Sum of n-3 fatty acids","Sum of n-6 fatty acids","cholesterol","isoleucine","leucine","lysine","methionine","cystine","phenylalanine","tyrosine","threonine","tryptophan","Valin","arginine","histidine","alanine","aspartic acid","glutamic acid","glycine","proline","Serin"
"Hamburger and bacon, salad and dressing, fast food","1618","0","","1063","254","6.25","1.865","11.7","11.7","20.8","19.2","19.2","","1.6","14.2","0.869","0","2.1","48.8","51.3","","","","","","","","","","","","","0.1","","","0.083","","","","","","","","","","","","883","555","253","31.5","26.4","118","1.11","0.107","1.6","","0.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.173","0","2.2","0","1.06","0","0","0","","0.015","","0.257","0","5.5","0.29","0","0.096","0","0","0","","2.06","0","0.511","0","0","0","","","0","0","0","0","0","","0","0.147","0","0","0.032","0.015","3.43","6.16","2.57","0.179","12.4","0.511","2.06","","","","","","","","","","","","","","","","","","",""
"Cheeseburger, salad and dressing, fast food","1619","0","","1046","250","6.25","1.705","10.7","10.7","23.6","22","22","","1.6","12.9","0.85","0","2","49.2","50.9","","","","","","","","","","","","","0.09","","","0.1","","","","","","","","","","","","752","491","206","75","20.3","124","0.998","0.075","1.69","","0.224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.012","0","0.016","0.022","0.328","0.011","2.19","0","1.06","0","0","0","","0.071","","0.275","0","4.53","0.223","0","0.067","0","0","0","","1.45","0","0.404","0","0","0","","","0","0","0","0","0","","0","0.217","0","0","0.057","0.03","3.66","5.16","1.85","0.274","11","0.404","1.45","","","","","","","","","","","","","","","","","","",""
"Hamburger, bacon and cheese, salad and dressing, fast food","1620","0","","969","232","6.25","1.768","11.1","11.1","19.5","17.5","17.5","","2","12.6","0.849","0","1.9","45.1","54.9","","","","","","","","","","","","","0.082","","","0.088","","","","","","","","","","","","776","501","199","41.8","17.8","109","0.958","0.085","1.82","","0.187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.016","0","0","0.012","0.015","0.213","0.01","1.94","0","0.9","0","0","0","","0.01","","0.182","0","4.08","0.225","0","0.062","0","0","0","","2.4","0","0.453","0","0","0","","","0","0","0","0","0","","0","0.16","0","0","0.05","0","3.11","4.55","2.85","0.21","10.7","0.453","2.4","","","","","","","","","","","","","","","","","","",""
"Hamburger, chicken, salad and dressing, fast food","1621","0","","866","207","6.25","1.522","9.5","9.5","20.7","19.2","19.2","","1.5","9.9","0.894","0","1.7","41.8","58.2","","","","","","","","","","","","","0.094","","","0.071","","","","","","","","","","","","687","448","204","18.6","19","120","0.474","0.068","0.499","","0.182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.011","0","0.968","0","0.304","0.018","0.01","0","","0","","0.067","0","4.5","0.242","0","0.101","0","0","0","","2.02","0","0.556","0.017","0","0","","","0","0","0","0","0","","0","0.01","0","0","0.011","0","1.31","4.91","2.59","0.021","8.84","0.556","2.04","","","","","","","","","","","","","","","","","","",""
"Sandwich with chicken, salad and dressing, fast food","1622","0","","925","221","6.25","1.68","10.5","10.5","30.9","28.9","28.9","","2","6.5","0.891","0","1.9","49.8","50.2","","","","","","","","","","","","","0.116","","","0.062","","","","","","","","","","","","858","533","185","40.8","18.3","106","0.583","0.07","0.598","","0.271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.638","0","0.187","0.026","0","0","","0","","0.025","0","2.57","0.159","0","0.062","0.005","0","0","","1.63","0","0.429","0.027","0","0","","","0","0","0","0","0","","0","0.012","0","0","0.007","0","0.851","2.82","2.08","0.019","5.77","0.429","1.65","","","","","","","","","","","","","","","","","","",""
"Sandwich with chicken and bacon, salad and dressing, fast food","1623","0","","861","206","6.25","1.773","11.1","11.1","25.3","23.3","23.3","","2","7","0.889","0","2","45.5","54.6","","","","","","","","","","","","","0.123","","","0.077","","","","","","","","","","","","864","546","218","19.4","19.1","125","0.551","0.069","0.648","","0.213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.022","0","0.93","0","0.33","0.007","0","0","","0","","0.041","0","2.15","0.14","0","0.025","0","0","0","","2.21","0","0.368","0.021","0","0","","","0","0","0","0","0","","0","0","0","0","0","0","1.29","2.36","2.6","0","6.25","0.368","2.23","","","","","","","","","","","","","","","","","","",""
"Sandwich, ham and cheese, salad and dressing, fast food","1624","0","","945","226","6.25","1.483","9.3","9.3","27.9","26.2","26.2","","1.7","8.9","0.883","0","2.1","48.1","51.9","","","","","","","","","","","","","0.134","","","0.09","","","","","","","","","","","","880","567","148","123","18.7","140","0.546","0.069","1.07","","0.269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.119","0.077","0.036","0.098","0.094","0.343","0.033","1.47","0","0.51","0","0","0","","0.019","","0.071","0","2.54","0.144","0","0.053","0","0","0","","1.77","0","0.33","0.008","0","0","","","0","0","0","0","0","","0","0.107","0","0","0.014","0.007","2.78","2.83","2.11","0.121","7.84","0.33","1.78","","","","","","","","","","","","","","","","","","",""
"Sandwich with eggs / shrimp, salad and dressing, fast food","1625","0","","781","187","6.25","1.24","7.8","7.8","25.6","24.1","24.1","","1.5","6.2","0.887","0","1.5","41.1","59","","","","","","","","","","","","","0.115","","","0.099","","","","","","","","","","","","682","426","136","30.7","16.4","91.8","0.783","0.086","0.625","","0.296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.021","0","0.77","0","0.247","0","0","0","","0","","0.069","0","2.53","0.149","0","0.058","0.008","0","0","","1.2","0","0.358","0.008","0","0","","","0","0.024","0","0","0.019","","0","0","0","0","0","0","1.04","2.81","1.61","0","5.46","0.377","1.23","","","","","","","","","","","","","","","","","","",""
"Sandwich with seafood, salad and dressing, fast food","1626","0","","853","204","6.25","1.53","9.6","9.6","26.7","24.9","24.9","","1.8","6.8","0.884","0","1.9","45","55","","","","","","","","","","","","","0.127","","","0.05","","","","","","","","","","","","839","509","188","19.7","18.1","101","0.493","0.074","0.442","","0.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015","0.008","0","0.01","0.013","0.109","0.006","0.668","0","0.191","0.016","0","0","","0","","0.085","0","2.47","0.175","0","0.185","0.043","0.125","0.006","","1.12","0","0.422","0","0.024","0","","","0.02","0","0.078","0.036","0.163","","0","0.036","0","0","0","0.014","1.04","3.09","1.86","0.036","6.04","0.743","1.12","","","","","","","","","","","","","","","","","","",""
"Sandwich with kebab, salad and dressing, fast food","1627","0","","906","217","6.25","1.365","8.5","8.5","25.4","23.7","23.7","","1.7","9.3","0.888","0","1.7","45","55","","","","","","","","","","","","","0.081","","","0.081","","","","","","","","","","","","713","443","193","46.7","16.7","92.5","1.06","0.055","1.56","","0.264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.016","0","0","0.013","0.016","0.124","0","1.36","0","0.57","0","0","0","","0","","0.097","0","2.87","0.158","0","0.035","0","0","0","","2.48","0","0.412","0","0","0","","","0","0","0","0","0","","0","0.072","0","0","0.032","0.009","2.1","3.16","2.89","0.104","8.26","0.412","2.48","","","","","","","","","","","","","","","","","","",""
"Sandwich with roast pork, red cabbage and cucumber pickles, fast food","1628","0","","1052","251","6.25","2.281","14.3","14.3","21.8","20.1","20.1","","1.7","12.3","0.892","0","1.7","50","50","","","","","","","","","","","","","0.323","","","0.095","","","","","","","","","","","","658","425","228","22.1","19.1","114","0.593","0.075","1.09","","0.166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.104","0","2.17","0","1.08","0","0","0","","0","","0.196","0","4.64","0.341","0","0.098","0","0","0","","2","0","0.344","0","0","0","","","0","0","0","0","0","","0","0.004","0","0","0.004","0","3.35","5.27","2.34","0.008","11","0.344","2","","","","","","","","","","","","","","","","","","",""
"Triangle sandwich with chicken and bacon, salad and dressing, fast food","1629","0","","865","207","6.25","1.809","11.3","11.3","21.6","19.9","19.9","","1.7","8.7","0.889","0","1.9","43.5","56.5","","","","","","","","","","","","","0.162","","","0.07","","","","","","","","","","","","770","497","197","55.8","22.9","124","0.893","0.081","0.734","","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.019","0","0.986","0","0.399","0.018","0","0","","0","","0.061","0","3.47","0.223","0","0.088","0.014","0","0","","1.9","0","0.523","0","0","0","","","0","0","0","0","0","","0","0.016","0","0","0.003","0","1.42","3.86","2.42","0.019","7.72","0.523","1.9","","","","","","","","","","","","","","","","","","",""
"Triangle sandwich with ham and cheese, salad and dressing, fast food","1630","0","","960","229","6.25","1.662","10.4","10.4","22.9","21.2","21.2","","1.7","11.1","0.876","0","2.1","46.5","53.5","","","","","","","","","","","","","0.201","","","0.099","","","","","","","","","","","","792","487","144","168","21.3","159","0.814","0.072","1.17","","0.318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.155","0.103","0.052","0.13","0.162","0.472","0.047","1.98","0","0.644","0","0","0","","0.021","","0.093","0","3.2","0.172","0","0.058","0","0","0","","1.82","0","0.406","0","0","0","","","0","0","0","0","0","","0","0.151","0","0","0.027","0","3.74","3.54","2.22","0.178","9.69","0.406","1.82","","","","","","","","","","","","","","","","","","",""
"Triangle sandwich with eggs, salad and dressing, fast food","1631","0","","856","205","6.25","1.385","8.7","8.7","22.1","20.4","20.4","","1.7","9.4","0.913","0","1.8","42","58","","","","","","","","","","","","","0.142","","","0.103","","","","","","","","","","","","744","494","148","54.4","19.9","106","1.34","0.097","1.16","","0.289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.019","0","1.19","0","0.426","0","0","0","","0","","0.075","0","3.94","0.247","0","0.095","0.012","0","0","","2","0","0.505","0","0","0","","","0","0.013","0","0","0.012","","0","0.033","0","0","0.009","0","1.64","4.37","2.53","0.042","8.58","0.517","2.01","","","","","","","","","","","","","","","","","","",""
"Sandwich with meatball, salad and dressing, fast food","1632","0","","918","219","6.25","1.4","8.8","8.8","25.6","23.9","23.9","","1.7","9.4","0.891","0","1.7","45.5","54.5","","","","","","","","","","","","","0.243","","","0.087","","","","","","","","","","","","701","442","194","23.9","17.4","94","0.689","0.078","1.02","","0.218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.009","0.085","0","1.58","0","0.701","0","0","0","","0","","0.142","0","3.67","0.24","0","0.079","0.017","0","0","","1.48","0","0.353","0","0","0","","","0","0","0","0","0","","0","0.042","0","0","0.005","0","2.37","4.15","1.84","0.047","8.4","0.353","1.48","","","","","","","","","","","","","","","","","","",""
"Pita sandwich with kebab, salad and dressing, fast food","1633","0","","723","173","6.25","1.455","9.1","9.1","18.2","16.6","16.6","","1.6","7.4","0.865","0","1.4","36.1","63.9","","","","","","","","","","","","","0.105","","","0.092","","","","","","","","","","","","541","365","231","24.5","17.8","102","1.12","0.066","1.73","","0.214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.008","0.009","0.119","0","1.14","0","0.508","0","0","0","","0","","0.096","0","2.27","0.128","0","0.023","0","0","0","","1.66","0","0.284","0.007","0","0","","","0","0","0","0","0","","0","0.103","0","0","0.031","0","1.78","2.51","1.95","0.134","6.38","0.284","1.67","","","","","","","","","","","","","","","","","","",""
"Pita sandwich with chicken, salad and dressing, fast food","1634","0","","695","166","6.25","1.565","9.8","9.8","19.4","18","18","","1.4","5.7","0.906","0","1.5","36.5","63.6","","","","","","","","","","","","","0.113","","","0.074","","","","","","","","","","","","592","373","212","21.2","18.5","107","0.528","0.063","0.517","","0.181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.009","0.006","0.003","0.007","0.028","0.06","0.005","0.67","0","0.202","0.012","0","0","","0.003","","0.059","0","2.23","0.14","0","0.058","0.025","0","0","","1.28","0","0.306","0.023","0","0","","","0","0.005","0","0","0","","0","0.022","0","0","0.005","0.003","1","2.52","1.62","0.027","5.16","0.306","1.31","","","","","","","","","","","","","","","","","","",""
"Pita sandwich with shrimp, salad and dressing, fast food","1635","0","","539","129","6.25","0.925","5.8","5.8","16.5","15.1","15.1","","1.5","4.7","0.895","0","1.3","28.3","71.7","","","","","","","","","","","","","0.077","","","0.043","","","","","","","","","","","","527","327","150","27.6","15.6","63.3","0.342","0.08","0.448","","0.183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.053","0","0.643","0","0.17","0.006","0","0","","0","","0.017","0","1.26","0.082","0","0.013","0.005","0","0","","1.63","0","0.236","0","0","0","","","0","0","0.029","0","0.014","","0","0.02","0","0","0.007","0","0.872","1.38","1.91","0.027","4.18","0.279","1.63","","","","","","","","","","","","","","","","","","",""
"Pita sandwich with falaffel, salad and dressing, fast food","1636","0","","918","219","6.25","0.993","6.2","6.2","28.6","25.7","25.7","","2.9","9.5","0.876","0","1.7","46","54.1","","","","","","","","","","","","","0.117","","","0.05","","","","","","","","","","","","566","382","236","45","29.1","96.3","1.1","0.142","0.693","","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015","0","0","0","0","0.071","0","1","0","0.264","0.041","0.012","0","","0","","0.006","0","3.95","0.215","0","0.094","0","0","0","","2.12","0","0.506","0.022","0","0","","","0","0","0","0","0","","0","0.016","0","0","0.012","0","1.41","4.26","2.65","0.028","8.35","0.506","2.14","","","","","","","","","","","","","","","","","","",""
"Pita sandwich with salad and dressing, fast food","1637","0","","629","150","6.25","0.577","3.6","3.6","21.5","19.6","19.6","","1.9","5.9","0.882","0","1","32","68","","","","","","","","","","","","","0.081","","","0.049","","","","","","","","","","","","371","219","167","25.7","14.5","53","0.369","0.051","0.349","","0.299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.022","0","0.005","0","0.031","0.08","0","0.67","0","0.189","0.023","0","0","","0","","0.023","0","2.3","0.135","0","0.058","0","0","0","","1.27","0","0.37","0.008","0","0","","","0","0","0","0","0","","0","0.019","0","0","0.008","0.012","1.02","2.51","1.65","0.027","5.22","0.37","1.28","","","","","","","","","","","","","","","","","","",""
"Dürüm roll with kebab, salad and dressing, fast food","1638","0","","943","225","6.25","2.018","12.6","12.6","22.4","20.3","20.3","","2.1","9.9","0.865","0","2.1","47","53","","","","","","","","","","","","","0.098","","","0.096","","","","","","","","","","","","783","532","286","19","20.6","134","1.25","0.08","2.6","","0.231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.16","0.01","1.57","0","0.955","0","0","0","","0","","0.158","0","3.58","0.196","0","0.064","0","0","0","","1.18","0","0.35","0","0","0","","","0","0","0","0","0","","0","0.285","0","0","0.039","0.023","2.7","4","1.53","0.324","8.56","0.35","1.18","","","","","","","","","","","","","","","","","","",""
"Bacon-Wrapped Frankfurt sausage, freid, fast food","1639","0","","1318","315","6.25","2.608","16.3","16.3","4.2","4","4","","0.2","26.3","0.88","0","4.1","50.9","49.2","","","","","","","","","","","","","0.46","","","0.13","","","","","","","","","","","","1875","1320","266","18.6","20.7","203","0.868","0.088","1.64","","0.113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.338","0","5.9","0","3.18","0","0","0","","0","","0.655","0","9.63","0.798","0","0.195","0","0","0","","2.21","0","0.195","0","0","0","","","0","0","0","0","0","","0","0","0","0","0","0","9.41","11.3","2.41","0","23.1","0.195","2.21","","","","","","","","","","","","","","","","","","",""
"French Hotdog, fast food","1640","0","","1186","284","6.25","1.625","10.2","10.2","27.5","25.9","25.9","","1.6","15.2","0.896","0","2.5","55.3","44.7","","","","","","","","","","","","","0.285","","","0.077","","","","","","","","","","","","1127","768","169","32.5","17.6","142","0.765","0.076","0.905","","0.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.158","0","2.92","0","1.49","0","0","0","","0","","0.289","0","5.8","0.435","0","0.13","0","0","0","","1.99","0","0.382","0","0","0","","","0","0","0","0","0","","0","0","0","0","0","0","4.56","6.65","2.37","0","13.6","0.382","1.99","","","","","","","","","","","","","","","","","","",""
"Hotdog, fast food","1641","0","","1070","256","6.25","1.36","8.5","8.5","22.4","20.8","20.8","","1.6","15.1","0.881","0","2.2","48.2","51.8","","","","","","","","","","","","","0.201","","","0.064","","","","","","","","","","","","963","654","185","28.6","19.7","112","0.788","0.082","0.81","","0.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.14","0","2.94","0","1.28","0","0","0","","0","","0.261","0","5.8","0.41","0","0.151","0.125","0","0","","1.78","0","0.403","0","0","0","","","0","0","0","0","0","","0","0.035","0","0","0.01","0","4.35","6.75","2.19","0.045","13.3","0.403","1.78","","","","","","","","","","","","","","","","","","",""
"Frankfurt sausage mix, fried, with frensh fries, fast food","1642","0","","1349","322","6.25","1.274","8","8","29.2","26.8","26.8","","2.4","19.9","0.889","0","2.8","59.9","40.1","","","","","","","","","","","","","0.205","","","0.072","","","","","","","","","","","","974","688","448","17.7","27.4","156","0.875","0.149","0.893","","0.171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.163","0","4.1","0","1.38","0.009","0","0","","0","","0.234","0","7.83","0.449","0","0.125","0","0","0","","2.84","0","0.478","0.023","0","0","","","0","0","0","0","0","","0","0.075","0","0","0.025","0","5.65","8.63","3.34","0.1","17.7","0.478","2.86","","","","","","","","","","","","","","","","","","",""
"Kebab mix and french fries, deepfried, fast food","1643","0","","1227","293","6.25","1.423","8.9","8.9","26.6","23.4","23.4","","3.2","17.6","0.876","0","2.4","55.6","44.4","","","","","","","","","","","","","0.114","","","0.089","","","","","","","","","","","","771","545","472","16.7","26.5","154","1.49","0.125","2.14","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.013","0.194","0","3.25","0","0.955","0.019","0","0","","0","","0.171","0","6.96","0.32","0","0.101","0","0","0","","2.66","0","0.62","0.021","0","0","","","0","0","0","0","0","","0","0.101","0","0","0.042","0","4.43","7.56","3.3","0.143","15.4","0.62","2.68","","","","","","","","","","","","","","","","","","",""
"Chicken, grilled, fast food","1644","28","","889","212","6.25","4.573","28","28","0","0","0","","0","11.2","0.887","0","2.5","41.6","58.4","","","","","","","","","","","","","0.084","","","0.22","","","","","","","","","","","","732","605","345","19.8","29.4","319","0.745","0.058","1.52","","0.019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.03","0","2.12","0","0.572","0","0","0","","0","","0.371","0","4.12","0.245","0","0.035","0","0","0","","1.97","0","0.337","0.011","0","0","","","0","0.062","0","0","0","","0","0.011","0","0","0.002","0.01","2.72","4.77","2.38","0.013","9.89","0.337","2.04","","","","","","","","","","","","","","","","","","",""
"Chicken nuggets, deepfried, fast food","1645","0","","1171","280","6.25","2.346","14.7","14.7","19.1","19.1","19.1","","0","16.1","0.902","0","2.2","52.1","47.9","","","","","","","","","","","","","0.1","","","0.089","","","","","","","","","","","","918","633","254","22.5","22.3","176","0.558","0.051","0.624","","0.148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.015","0","2.45","0","0.736","0","0.031","0","","0","","0.358","0","7.16","0.311","0","0.061","0","0","0","","2.95","0","0.445","0.018","0","0","","","0","0","0","0","0","","0","0.006","0","0","0.011","0","3.23","7.89","3.41","0.017","14.6","0.445","2.97","","","","","","","","","","","","","","","","","","",""
"Pizza with tomato and cheese, fast food","1646","0","","1351","323","6.25","2.13","13.3","13.3","38.1","35.7","35.7","","2.4","13.5","0.858","0","2.5","67.3","32.7","","","","","","","","","","","","","0.11","","","0.129","","","","","","","","","","","","899","518","165","246","24","204","0.603","0.101","1.51","","0.323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.338","0.224","0.131","0.285","0.383","1.04","0.105","3.06","0","1.01","0","0","0","","0.093","","0.149","0","2.98","0.121","0","0.024","0","0","0","","1.03","0","0.25","0","0","0","","","0","0","0","0","0","","0","0.205","0","0","0.088","0.047","6.58","3.37","1.28","0.293","11.6","0.25","1.03","","","","","","","","","","","","","","","","","","",""
"Pizza with seafood, tomato and cheese, fast food","1647","0","","1073","257","6.25","2.2","13.8","13.8","28.8","26.7","26.7","","2.1","10","0.873","0","2.6","55.1","44.9","","","","","","","","","","","","","0.079","","","0.098","","","","","","","","","","","","1043","681","162","180","27.6","181","0.895","0.108","1.33","","0.279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.194","0.122","0.061","0.147","0.186","0.538","0.061","1.93","0","0.655","0","0","0","","0.029","","0.098","0","2.59","0.108","0","0.02","0","0","0","","1.52","0","0.151","0","0","0","","","0","0","0","0","0.014","","0","0.217","0","0","0.061","0.012","3.89","2.85","1.69","0.278","8.71","0.165","1.52","","","","","","","","","","","","","","","","","","",""
"Pizza with salami, tomato and cheese, fast food","1648","0","","1308","313","6.25","2.045","12.8","12.8","33.6","31.7","31.7","","1.9","14.5","0.876","0","2.9","63.7","36.3","","","","","","","","","","","","","0.152","","","0.125","","","","","","","","","","","","1209","737","178","187","23.5","181","0.856","0.087","1.52","","0.338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.223","0.137","0.075","0.184","0.247","0.759","0.078","3.21","0","1.38","0","0","0","","0.052","","0.232","0","3.93","0.195","0","0.034","0","0","0","","1.34","0","0.231","0","0","0","","","0","0","0","0","0","","0","0.281","0","0","0.073","0.039","6.29","4.44","1.57","0.354","12.7","0.231","1.34","","","","","","","","","","","","","","","","","","",""
"Pizza with vegetables, fruit, tomato and cheese, fast food","1649","0","","921","220","6.25","1.293","8.1","8.1","29.2","26.8","26.8","","2.4","8.4","0.878","0","2.1","47.7","52.3","","","","","","","","","","","","","0.09","","","0.12","","","","","","","","","","","","840","498","187","143","19.6","135","0.763","0.098","0.97","","0.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.167","0.108","0.064","0.136","0.185","0.495","0.056","1.7","0","0.513","0","0","0","","0.045","","0.082","0","2.27","0.1","0","0.029","0","0","0","","1.06","0","0.222","0","0","0","","","0","0","0","0","0","","0","0.106","0","0","0.024","0","3.42","2.52","1.28","0.13","7.35","0.222","1.06","","","","","","","","","","","","","","","","","","",""
"Pizza with meat, tomato and cheese, fast food","1650","0","","1081","258","6.25","1.896","11.9","11.9","31.4","29.5","29.5","","1.9","9.8","0.877","0","2.5","55.5","44.5","","","","","","","","","","","","","0.117","","","0.102","","","","","","","","","","","","984","625","202","136","21.8","162","0.853","0.092","1.53","","0.308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.149","0.089","0.053","0.118","0.154","0.477","0.052","2.14","0","0.83","0","0","0","","0.046","","0.139","0","2.57","0.123","0","0.012","0","0","0","","1.17","0","0.202","0","0","0","","","0","0","0","0","0","","0","0.193","0","0","0.046","0.01","4.06","2.89","1.37","0.239","8.57","0.202","1.17","","","","","","","","","","","","","","","","","","",""
"Pizza with meat and seafood, tomato and cheese, fast food","1651","0","","958","229","6.25","2.05","12.8","12.8","24.5","22.4","22.4","","2.1","9.3","0.874","0","2.8","49.4","50.6","","","","","","","","","","","","","0.16","","","0.106","","","","","","","","","","","","1148","727","184","140","20.7","180","0.705","0.099","1.43","","0.251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.159","0.105","0.064","0.136","0.183","0.518","0.059","2.1","0","0.725","0","0","0","","0.039","","0.125","0","2.48","0.128","0","0.032","0","0","0","","0.877","0","0.189","0","0","0","","","0","0","0","0","0","","0","0.136","0","0","0.037","0.014","4.05","2.81","1.07","0.173","8.11","0.189","0.877","","","","","","","","","","","","","","","","","","",""
